"airline";"flight number";"origin airport";"destination airport";"origin city";"destination city";"origin country";"destination country";"STD";"STA";"UTC diff origin";"UTC diff destination";"days of operation";"AC type";"seat capacity"
"XY";191;"VIE";"FCO";"VIE";"ROM";"AT";"IT";"18:50";"20:25";120;120;"1234567";"E75";76
"XY";1472;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"14:35";"15:40";120;120;"12.456.";"E90";108
"XY";1470;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"16:55";"18:00";120;120;"12345.7";"32S";168
"XY";1462;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"19:15";"20:20";120;120;"1234567";319;138
"XY";1472;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"14:35";"15:40";120;120;"......7";"32S";168
"XY";1464;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"12:25";"13:30";120;120;"1234567";"32S";168
"XY";1474;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"19:40";"20:45";120;120;"12345.7";"E75";76
"XY";1470;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"16:55";"18:00";120;120;".....6.";319;138
"XY";1460;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"06:20";"07:25";120;120;"123456.";"E75";76
"XY";1472;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"14:35";"15:40";120;120;"..3....";319;138
"XY";1468;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"10:15";"11:20";120;120;"123456.";"E75";76
"XY";1466;"VCE";"FCO";"VCE";"ROM";"IT";"IT";"06:50";"07:55";120;120;"1234567";"E75";76
"XY";863;"TUN";"FCO";"TUN";"ROM";"TN";"IT";"17:35";"20:00";60;120;"1234567";"32S";168
"XY";867;"TUN";"FCO";"TUN";"ROM";"TN";"IT";"11:20";"13:45";60;120;"1234567";319;138
"XY";1364;"TRS";"FCO";"TRS";"ROM";"IT";"IT";"16:55";"18:05";120;120;"1234567";319;138
"XY";1360;"TRS";"FCO";"TRS";"ROM";"IT";"IT";"11:50";"13:00";120;120;"123.567";"E75";76
"XY";1354;"TRS";"FCO";"TRS";"ROM";"IT";"IT";"09:50";"11:00";120;120;"1234567";"E75";76
"XY";1705;"TRS";"NAP";"TRS";"NAP";"IT";"IT";"12:05";"13:20";120;120;"1234567";"E75";76
"XY";1366;"TRS";"CTA";"TRS";"CTA";"IT";"IT";"10:45";"12:25";120;120;"1234567";"E75";76
"XY";1362;"TRS";"FCO";"TRS";"ROM";"IT";"IT";"20:25";"21:35";120;120;"12345.7";319;138
"XY";1356;"TRS";"FCO";"TRS";"ROM";"IT";"IT";"08:10";"09:20";120;120;"1234567";319;138
"XY";1350;"TRS";"LIN";"TRS";"MIL";"IT";"IT";"06:50";"07:45";120;120;"12345..";"E75";76
"XY";1360;"TRS";"FCO";"TRS";"ROM";"IT";"IT";"12:05";"13:15";120;120;"...4...";319;138
"XY";1422;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"19:10";"20:20";120;120;"....5..";319;138
"XY";1210;"TRN";"NAP";"TRN";"NAP";"IT";"IT";"08:45";"10:05";120;120;"123456.";319;138
"XY";1414;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"12:30";"13:40";120;120;"1234567";"32S";168
"XY";1412;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"10:25";"11:35";120;120;"12345..";"32S";168
"XY";1191;"TRN";"SUF";"TRN";"SUF";"IT";"IT";"17:30";"19:10";120;120;"1234567";319;138
"XY";1428;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"20:55";"22:05";120;120;"12.4567";319;138
"XY";1412;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"10:25";"11:35";120;120;".....6.";319;138
"XY";1428;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"20:55";"22:05";120;120;"..3....";"E90";108
"XY";1418;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"14:15";"15:25";120;120;"1234567";"E75";76
"XY";1410;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"08:10";"09:20";120;120;"123456.";"32S";168
"XY";1426;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"16:50";"18:00";120;120;"1234567";"32S";168
"XY";1432;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"07:45";"08:55";120;120;"123456.";319;138
"XY";1410;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"08:10";"09:20";120;120;"......7";319;138
"XY";1218;"TRN";"NAP";"TRN";"NAP";"IT";"IT";"21:30";"22:50";120;120;"12345.7";319;138
"XY";1640;"TRN";"BRI";"TRN";"BRI";"IT";"IT";"07:40";"09:10";120;120;"1234567";319;138
"XY";1216;"TRN";"NAP";"TRN";"NAP";"IT";"IT";"15:00";"16:20";120;120;"1234567";319;138
"XY";1746;"TRN";"PMO";"TRN";"PMO";"IT";"IT";"12:20";"13:55";120;120;"1234567";319;138
"XY";1422;"TRN";"FCO";"TRN";"ROM";"IT";"IT";"19:10";"20:20";120;120;"1234.67";"32S";168
"XY";1214;"TRN";"NAP";"TRN";"NAP";"IT";"IT";"17:25";"18:45";120;120;"1234567";"E75";76
"XY";1800;"TPS";"FCO";"TPS";"ROM";"IT";"IT";"15:55";"17:10";120;120;".....67";319;138
"XY";815;"TLV";"FCO";"TLV";"ROM";"IL";"IT";"05:50";"08:40";180;120;"......7";"32S";168
"XY";813;"TLV";"FCO";"TLV";"ROM";"IL";"IT";"20:15";"23:05";180;120;"1.3456.";321;200
"XY";809;"TLV";"FCO";"TLV";"ROM";"IL";"IT";"10:35";"13:25";180;120;"1234567";321;200
"XY";811;"TLV";"FCO";"TLV";"ROM";"IL";"IT";"17:10";"20:00";180;120;"1234567";321;200
"XY";815;"TLV";"FCO";"TLV";"ROM";"IL";"IT";"05:50";"08:40";180;120;"1.3.5..";321;200
"XY";367;"TLS";"FCO";"TLS";"ROM";"FR";"IT";"14:15";"16:00";120;120;"12345.7";"E75";76
"XY";871;"TIP";"FCO";"TIP";"ROM";"LY";"IT";"18:00";"20:00";120;120;"1234567";319;138
"XY";869;"TIP";"FCO";"TIP";"ROM";"LY";"IT";"11:20";"13:20";120;120;"1234567";319;138
"XY";585;"TIA";"FCO";"TIA";"ROM";"AL";"IT";"18:15";"19:40";120;120;"1234567";320;167
"XY";583;"TIA";"FCO";"TIA";"ROM";"AL";"IT";"05:35";"07:00";120;120;"12345.7";"32S";168
"XY";507;"TIA";"FCO";"TIA";"ROM";"AL";"IT";"11:55";"13:20";120;120;"123.567";319;138
"XY";559;"TGD";"FCO";"TGD";"ROM";"ME";"IT";"11:20";"12:50";120;120;".2.4.6.";"E75";76
"XY";551;"TBS";"FCO";"TBS";"ROM";"GE";"IT";"04:25";"06:40";240;120;".2.4..7";320;167
"XY";553;"SVX";"FCO";"SVX";"ROM";"RU";"IT";"06:15";"08:00";360;120;"..3.5.7";"32S";168
"XY";549;"SVO";"FCO";"MOW";"ROM";"RU";"IT";"13:45";"15:40";240;120;"1234567";"32S";168
"XY";595;"SVO";"FCO";"MOW";"ROM";"RU";"IT";"06:30";"08:25";240;120;"1234567";321;200
"XY";547;"SVO";"FCO";"MOW";"ROM";"RU";"IT";"18:10";"20:05";240;120;".2.4567";321;200
"XY";561;"SVO";"MXP";"MOW";"MIL";"RU";"IT";"14:45";"16:30";240;120;"1234567";"32S";168
"XY";565;"SVO";"MXP";"MOW";"MIL";"RU";"IT";"06:10";"07:55";240;120;"1234567";"32S";168
"XY";1178;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"18:50";"20:00";120;120;".....6.";319;138
"XY";1174;"SUF";"LIN";"SUF";"MIL";"IT";"IT";"17:25";"19:05";120;120;".....6.";319;138
"XY";1174;"SUF";"LIN";"SUF";"MIL";"IT";"IT";"15:35";"17:15";120;120;"12345.7";319;138
"XY";1190;"SUF";"TRN";"SUF";"TRN";"IT";"IT";"20:00";"21:40";120;120;"1234567";319;138
"XY";1178;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"18:50";"20:00";120;120;"12345.7";"32S";168
"XY";1172;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"10:00";"11:10";120;120;"1234567";321;200
"XY";1166;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"14:30";"15:40";120;120;"1234567";320;167
"XY";1162;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"07:55";"09:05";120;120;"1234567";"32S";168
"XY";1168;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"16:50";"18:00";120;120;"1......";"32S";168
"XY";1168;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"16:50";"18:00";120;120;".234567";321;200
"XY";1176;"SUF";"FCO";"SUF";"ROM";"IT";"IT";"12:25";"13:35";120;120;"1234567";321;200
"XY";521;"SOF";"FCO";"SOF";"ROM";"BG";"IT";"19:05";"20:00";180;120;".23.567";"32S";168
"XY";729;"SKG";"FCO";"SKG";"ROM";"GR";"IT";"12:25";"13:15";180;120;"1234567";"E90";108
"XY";733;"SKG";"FCO";"SKG";"ROM";"GR";"IT";"07:10";"08:00";180;120;"1234567";"E90";108
"XY";731;"RHO";"FCO";"RHO";"ROM";"GR";"IT";"18:30";"20:05";180;120;".....67";"32S";168
"XY";1154;"REG";"FCO";"REG";"ROM";"IT";"IT";"07:55";"09:10";120;120;"1234567";320;167
"XY";1156;"REG";"FCO";"REG";"ROM";"IT";"IT";"12:10";"13:25";120;120;"1234567";320;167
"XY";1198;"REG";"LIN";"REG";"MIL";"IT";"IT";"06:30";"08:10";120;120;"123456.";320;167
"XY";1158;"REG";"FCO";"REG";"ROM";"IT";"IT";"16:15";"17:30";120;120;"1234567";320;167
"XY";1160;"REG";"FCO";"REG";"ROM";"IT";"IT";"18:55";"20:10";120;120;"1234567";320;167
"XY";1242;"PSR";"LIN";"PSR";"MIL";"IT";"IT";"07:05";"08:15";120;120;"123456.";319;138
"XY";1670;"PSA";"FCO";"PSA";"ROM";"IT";"IT";"19:20";"20:10";120;120;"1234567";"E75";76
"XY";1664;"PSA";"FCO";"PSA";"ROM";"IT";"IT";"10:20";"11:10";120;120;"1234567";"E75";76
"XY";1666;"PSA";"FCO";"PSA";"ROM";"IT";"IT";"08:10";"09:00";120;120;"1234567";"E75";76
"XY";513;"PRG";"FCO";"PRG";"ROM";"CZ";"IT";"16:25";"18:25";120;120;"..3..6.";"32S";168
"XY";1147;"PNL";"LIN";"PNL";"MIL";"IT";"IT";"22:10";"23:50";120;120;".....6.";320;167
"XY";1147;"PNL";"LIN";"PNL";"MIL";"IT";"IT";"11:35";"13:15";120;120;"......7";320;167
"XY";1841;"PNL";"FCO";"PNL";"ROM";"IT";"IT";"12:00";"13:15";120;120;".....67";320;167
"XY";1780;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"16:50";"18:00";120;120;"123456.";319;138
"XY";1760;"PMO";"LIN";"PMO";"MIL";"IT";"IT";"20:10";"21:45";120;120;"12345.7";319;138
"XY";1798;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"19:00";"20:10";120;120;".2.4567";"32S";168
"XY";1776;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"06:20";"07:30";120;120;"12.4567";321;200
"XY";1788;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"13:10";"14:20";120;120;"12.456.";"32S";168
"XY";1784;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"11:00";"12:10";120;120;"12.4567";321;200
"XY";1778;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"07:05";"08:15";120;120;"..3....";"32S";168
"XY";1788;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"13:10";"14:20";120;120;"..3....";320;167
"XY";1206;"PMO";"NAP";"PMO";"NAP";"IT";"IT";"21:10";"22:05";120;120;"12345.7";"E75";76
"XY";1782;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"10:05";"11:15";120;120;".23.567";"32S";168
"XY";1796;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"12:20";"13:30";120;120;"1234567";321;200
"XY";1782;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"10:05";"11:15";120;120;"1..4...";319;138
"XY";1788;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"13:10";"14:20";120;120;"......7";321;200
"XY";1204;"PMO";"NAP";"PMO";"NAP";"IT";"IT";"15:00";"15:55";120;120;"1234567";"E75";76
"XY";1747;"PMO";"TRN";"PMO";"TRN";"IT";"IT";"14:40";"16:20";120;120;"1234567";319;138
"XY";1774;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"07:55";"09:05";120;120;"1234567";"32S";168
"XY";1792;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"14:35";"15:45";120;120;"......7";319;138
"XY";1776;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"06:20";"07:30";120;120;"..3....";319;138
"XY";1798;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"19:00";"20:10";120;120;"1.3....";321;200
"XY";1792;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"14:35";"15:45";120;120;".2.45..";"32S";168
"XY";1786;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"20:00";"21:10";120;120;"1234567";319;138
"XY";1202;"PMO";"NAP";"PMO";"NAP";"IT";"IT";"09:00";"09:55";120;120;"123456.";"E75";76
"XY";1780;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"16:50";"18:00";120;120;"......7";320;167
"XY";1784;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"11:00";"12:10";120;120;"..3....";"32S";168
"XY";1760;"PMO";"LIN";"PMO";"MIL";"IT";"IT";"20:10";"21:45";120;120;".....6.";"32S";168
"XY";1778;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"07:05";"08:15";120;120;"12.4567";319;138
"XY";1792;"PMO";"FCO";"PMO";"ROM";"IT";"IT";"14:35";"15:45";120;120;"1.3..6.";321;200
"XY";89;"PMI";"FCO";"PMI";"ROM";"ES";"IT";"11:00";"12:45";120;120;".....67";"32S";168
"XY";505;"OTP";"LIN";"BUH";"MIL";"RO";"IT";"14:45";"16:00";180;120;"12345.7";319;138
"XY";505;"OTP";"LIN";"BUH";"MIL";"RO";"IT";"14:45";"16:00";180;120;".....6.";"32S";168
"XY";495;"OTP";"FCO";"BUH";"ROM";"RO";"IT";"12:20";"13:30";180;120;"......7";320;167
"XY";503;"OTP";"FCO";"BUH";"ROM";"RO";"IT";"19:00";"20:10";180;120;"1234567";"32S";168
"XY";495;"OTP";"FCO";"BUH";"ROM";"RO";"IT";"12:20";"13:30";180;120;"1.3456.";"32S";168
"XY";357;"ORY";"LIN";"PAR";"MIL";"FR";"IT";"07:35";"09:00";120;120;"123456.";320;167
"XY";799;"ORN";"FCO";"ORN";"ROM";"DZ";"IT";"11:25";"15:00";60;120;".2.4...";319;138
"XY";629;"ORD";"FCO";"CHI";"ROM";"US";"IT";"20:50";"13:20";-300;120;"12..567";332;239
"XY";785;"NRT";"FCO";"TYO";"ROM";"JP";"IT";"13:55";"19:40";540;120;"1.34567";772;293
"XY";783;"NRT";"FCO";"TYO";"ROM";"JP";"IT";"09:25";"15:10";540;120;"123.5..";772;293
"XY";787;"NRT";"MXP";"TYO";"MIL";"JP";"IT";"12:35";"18:05";540;120;"12.4.6.";772;293
"XY";355;"NCE";"FCO";"NCE";"ROM";"FR";"IT";"18:30";"19:40";120;120;"1234567";319;138
"XY";343;"NCE";"FCO";"NCE";"ROM";"FR";"IT";"10:20";"11:30";120;120;"1234567";"32S";168
"XY";1268;"NAP";"FCO";"NAP";"ROM";"IT";"IT";"08:15";"09:10";120;120;"1234567";"E75";76
"XY";1217;"NAP";"TRN";"NAP";"TRN";"IT";"IT";"19:15";"20:45";120;120;"12345.7";319;138
"XY";1272;"NAP";"GOA";"NAP";"GOA";"IT";"IT";"16:55";"18:10";120;120;"12345.7";"E75";76
"XY";1270;"NAP";"FCO";"NAP";"ROM";"IT";"IT";"16:40";"17:35";120;120;"1234567";319;138
"XY";1705;"NAP";"CTA";"NAP";"CTA";"IT";"IT";"15:00";"16:00";120;120;"1234567";"E75";76
"XY";1278;"NAP";"LIN";"NAP";"MIL";"IT";"IT";"06:30";"07:45";120;120;"12345..";"E75";76
"XY";1707;"NAP";"CTA";"NAP";"CTA";"IT";"IT";"06:50";"07:50";120;120;"123456.";"E75";76
"XY";1278;"NAP";"LIN";"NAP";"MIL";"IT";"IT";"08:00";"09:15";120;120;".....6.";"E75";76
"XY";1207;"NAP";"PMO";"NAP";"PMO";"IT";"IT";"19:20";"20:15";120;120;"12345.7";"E75";76
"XY";1276;"NAP";"GOA";"NAP";"GOA";"IT";"IT";"06:35";"07:50";120;120;"123456.";"E75";76
"XY";724;"NAP";"ATH";"NAP";"ATH";"IT";"GR";"10:30";"13:10";120;180;"1234567";"E75";76
"XY";1209;"NAP";"TRN";"NAP";"TRN";"IT";"IT";"06:30";"08:00";120;120;"123456.";319;138
"XY";1278;"NAP";"LIN";"NAP";"MIL";"IT";"IT";"08:00";"09:15";120;120;"......7";"32S";168
"XY";1274;"NAP";"FCO";"NAP";"ROM";"IT";"IT";"20:45";"21:40";120;120;"1234567";319;138
"XY";1708;"NAP";"TRS";"NAP";"TRS";"IT";"IT";"10:10";"11:25";120;120;"1234567";"E75";76
"XY";1211;"NAP";"TRN";"NAP";"TRN";"IT";"IT";"12:00";"13:30";120;120;"1234567";319;138
"XY";1205;"NAP";"PMO";"NAP";"PMO";"IT";"IT";"13:00";"13:55";120;120;"1234567";"E75";76
"XY";1203;"NAP";"PMO";"NAP";"PMO";"IT";"IT";"07:10";"08:05";120;120;"123456.";"E75";76
"XY";1264;"NAP";"FCO";"NAP";"ROM";"IT";"IT";"12:35";"13:30";120;120;"1234567";319;138
"XY";1213;"NAP";"TRN";"NAP";"TRN";"IT";"IT";"15:20";"16:50";120;120;"1234567";"E75";76
"XY";1015;"MXP";"FCO";"MIL";"ROM";"IT";"IT";"14:15";"15:30";120;120;"1234567";321;200
"XY";882;"MXP";"CAI";"MIL";"CAI";"IT";"EG";"09:40";"13:30";120;120;"1234567";"32S";168
"XY";1027;"MXP";"FCO";"MIL";"ROM";"IT";"IT";"16:45";"18:00";120;120;"12345.7";320;167
"XY";604;"MXP";"JFK";"MIL";"NYC";"IT";"US";"12:20";"15:30";120;-240;"1234567";330;243
"XY";1017;"MXP";"FCO";"MIL";"ROM";"IT";"IT";"08:00";"09:15";120;120;"1234567";319;138
"XY";560;"MXP";"SVO";"MIL";"MOW";"IT";"RU";"07:20";"12:55";120;240;"1234567";"32S";168
"XY";1027;"MXP";"FCO";"MIL";"ROM";"IT";"IT";"16:45";"18:00";120;120;".....6.";319;138
"XY";1019;"MXP";"FCO";"MIL";"ROM";"IT";"IT";"12:20";"13:35";120;120;"1234567";319;138
"XY";1023;"MXP";"FCO";"MIL";"ROM";"IT";"IT";"19:00";"20:15";120;120;"12345..";"32S";168
"XY";564;"MXP";"SVO";"MIL";"MOW";"IT";"RU";"22:00";"03:35";120;240;"1234567";"32S";168
"XY";786;"MXP";"NRT";"MIL";"TYO";"IT";"JP";"14:35";"09:25";120;540;".23.5.7";772;293
"XY";1023;"MXP";"FCO";"MIL";"ROM";"IT";"IT";"19:00";"20:15";120;120;".....67";319;138
"XY";437;"MUC";"FCO";"MUC";"ROM";"DE";"IT";"12:00";"13:30";120;120;"1234567";319;138
"XY";433;"MUC";"FCO";"MUC";"ROM";"DE";"IT";"18:55";"20:25";120;120;"1234567";319;138
"XY";399;"MPL";"FCO";"MPL";"ROM";"FR";"IT";"11:00";"12:40";120;120;"..3...7";"E90";108
"XY";887;"MLA";"FCO";"MLA";"ROM";"MT";"IT";"14:40";"16:05";120;120;"1234567";"32S";168
"XY";631;"MIA";"FCO";"MIA";"ROM";"US";"IT";"20:45";"12:40";-240;120;"1234567";330;243
"XY";59;"MAD";"FCO";"MAD";"ROM";"ES";"IT";"06:30";"09:00";120;120;".2.4567";321;200
"XY";59;"MAD";"FCO";"MAD";"ROM";"ES";"IT";"06:30";"09:00";120;120;"1.3....";"32S";168
"XY";61;"MAD";"FCO";"MAD";"ROM";"ES";"IT";"11:30";"14:00";120;120;"1234567";"32S";168
"XY";63;"MAD";"FCO";"MAD";"ROM";"ES";"IT";"17:45";"20:15";120;120;"1234567";"32S";168
"XY";845;"LOS";"ACC";"LOS";"ACC";"NG";"GH";"22:15";"22:20";60;0;"1.3..6.";330;243
"XY";1839;"LMP";"LIN";"LMP";"MIL";"IT";"IT";"16:50";"18:45";120;120;".....67";320;167
"XY";1830;"LMP";"FCO";"LMP";"ROM";"IT";"IT";"10:10";"11:40";120;120;".....67";320;167
"XY";1297;"LIN";"NAP";"MIL";"NAP";"IT";"IT";"21:35";"22:50";120;120;"12345.7";"E75";76
"XY";1241;"LIN";"PSR";"MIL";"PSR";"IT";"IT";"21:15";"22:25";120;120;"12345.7";319;138
"XY";1723;"LIN";"CTA";"MIL";"CTA";"IT";"IT";"15:10";"16:55";120;120;"1234567";319;138
"XY";2085;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"16:30";"17:40";120;120;"12345..";"32S";168
"XY";1647;"LIN";"BRI";"MIL";"BRI";"IT";"IT";"18:50";"20:15";120;120;".....6.";"E75";76
"XY";1775;"LIN";"PMO";"MIL";"PMO";"IT";"IT";"16:55";"18:30";120;120;".....6.";"32S";168
"XY";2069;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"14:30";"15:40";120;120;"12345..";319;138
"XY";2071;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"15:00";"16:10";120;120;"12345..";320;167
"XY";2017;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:15";"08:25";120;120;"....5..";319;138
"XY";416;"LIN";"FRA";"MIL";"FRA";"IT";"DE";"07:25";"08:45";120;120;"12345..";"E75";76
"XY";148;"LIN";"BRU";"MIL";"BRU";"IT";"BE";"07:05";"08:35";120;120;"12345..";"E90";108
"XY";2025;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"08:20";"09:30";120;120;"12345.7";319;138
"XY";230;"LIN";"LHR";"MIL";"LON";"IT";"GB";"15:40";"16:45";120;60;"1234567";"32S";168
"XY";2037;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"12:00";"13:10";120;120;"12345..";"E75";76
"XY";410;"LIN";"FRA";"MIL";"FRA";"IT";"DE";"17:30";"18:50";120;120;"12345.7";"E75";76
"XY";504;"LIN";"OTP";"MIL";"BUH";"IT";"RO";"10:40";"13:50";120;180;"12345.7";319;138
"XY";2109;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"19:00";"20:10";120;120;"12345.7";319;138
"XY";2039;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"10:00";"11:10";120;120;".....6.";319;138
"XY";2099;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"18:20";"19:30";120;120;"12345..";"32S";168
"XY";1775;"LIN";"PMO";"MIL";"PMO";"IT";"IT";"16:55";"18:30";120;120;"12345.7";319;138
"XY";2013;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:00";"08:10";120;120;"......7";"E90";108
"XY";2015;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:30";"08:40";120;120;".....6.";319;138
"XY";2055;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"13:00";"14:10";120;120;"123456.";"32S";168
"XY";2055;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"13:00";"14:10";120;120;"......7";"E75";76
"XY";2017;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:15";"08:25";120;120;"1234...";"32S";168
"XY";2019;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:45";"08:55";120;120;"....5..";"32S";168
"XY";2019;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:45";"08:55";120;120;"1234...";319;138
"XY";2075;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"20:00";"21:10";120;120;".....6.";320;167
"XY";2075;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"20:00";"21:10";120;120;"12345.7";319;138
"XY";1351;"LIN";"TRS";"MIL";"TRS";"IT";"IT";"09:10";"10:05";120;120;"12345..";"E75";76
"XY";2067;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"18:40";"19:50";120;120;"12345..";319;138
"XY";358;"LIN";"CDG";"MIL";"PAR";"IT";"FR";"18:10";"19:40";120;120;"12345.7";"32S";168
"XY";80;"LIN";"BCN";"MIL";"BCN";"IT";"ES";"17:25";"19:00";120;120;"1234567";"32S";168
"XY";2045;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"11:00";"12:10";120;120;"......7";"E90";108
"XY";2039;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"10:00";"11:10";120;120;"12345..";320;167
"XY";2083;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"15:30";"16:40";120;120;"12345..";319;138
"XY";120;"LIN";"AMS";"MIL";"AMS";"IT";"NL";"09:05";"11:00";120;120;"1234567";"32S";168
"XY";1144;"LIN";"PNL";"MIL";"PNL";"IT";"IT";"19:30";"21:20";120;120;".....6.";320;167
"XY";1144;"LIN";"PNL";"MIL";"PNL";"IT";"IT";"09:00";"10:50";120;120;"......7";320;167
"XY";1175;"LIN";"SUF";"MIL";"SUF";"IT";"IT";"15:05";"16:40";120;120;".....6.";319;138
"XY";2013;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:00";"08:10";120;120;".....6.";"E75";76
"XY";2045;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"11:00";"12:10";120;120;"12345..";319;138
"XY";2097;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"18:00";"19:10";120;120;"12345..";320;167
"XY";2097;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"18:00";"19:10";120;120;".....6.";"E90";108
"XY";2113;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"19:30";"20:40";120;120;"12345..";319;138
"XY";226;"LIN";"LHR";"MIL";"LON";"IT";"GB";"07:30";"08:35";120;60;"1234567";320;167
"XY";2061;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"17:00";"18:10";120;120;"......7";319;138
"XY";1641;"LIN";"BDS";"MIL";"BDS";"IT";"IT";"19:15";"20:50";120;120;"1234567";"32S";168
"XY";2013;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:00";"08:10";120;120;"12345..";319;138
"XY";2071;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"15:00";"16:10";120;120;".....67";"E90";108
"XY";1175;"LIN";"SUF";"MIL";"SUF";"IT";"IT";"13:15";"14:50";120;120;"12345.7";319;138
"XY";312;"LIN";"CDG";"MIL";"PAR";"IT";"FR";"12:55";"14:25";120;120;"1234567";"32S";168
"XY";2063;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"17:30";"18:40";120;120;"12345..";319;138
"XY";2025;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"08:30";"09:40";120;120;".....6.";"32S";168
"XY";1838;"LIN";"LMP";"MIL";"LMP";"IT";"IT";"14:00";"16:00";120;120;".....67";320;167
"XY";2015;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"07:30";"08:40";120;120;"12345..";"32S";168
"XY";1568;"LIN";"CAG";"MIL";"CAG";"IT";"IT";"14:40";"16:05";120;120;"......7";"32S";168
"XY";2097;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"18:00";"19:10";120;120;"......7";319;138
"XY";2111;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"08:40";"09:50";120;120;"123456.";"32S";168
"XY";2021;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"08:00";"09:10";120;120;"1234567";"32S";168
"XY";2009;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"06:30";"07:40";120;120;"12345..";"32S";168
