"airline";"flight number";"origin airport";"destination airport";"origin city";"destination city";"origin country";"destination country";"STD";"STA";"UTC diff origin";"UTC diff destination";"days of operation";"AC type";"seat capacity"
"XY";1568;"LIN";"CAG";"MIL";"CAG";"IT";"IT";"14:40";"16:05";120;120;".....6.";320;167
"XY";2061;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"17:00";"18:10";120;120;"123456.";320;167
"XY";1727;"LIN";"CTA";"MIL";"CTA";"IT";"IT";"18:15";"20:00";120;120;"1234567";320;167
"XY";2109;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"19:00";"20:10";120;120;".....6.";320;167
"XY";504;"LIN";"OTP";"MIL";"BUH";"IT";"RO";"10:40";"13:50";120;180;".....6.";"32S";168
"XY";410;"LIN";"FRA";"MIL";"FRA";"IT";"DE";"17:30";"18:50";120;120;".....6.";"E90";108
"XY";2125;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"21:00";"22:10";120;120;"12345..";319;138
"XY";1647;"LIN";"BRI";"MIL";"BRI";"IT";"IT";"18:50";"20:15";120;120;"12345.7";"32S";168
"XY";2049;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"14:00";"15:10";120;120;"12345..";"E90";108
"XY";300;"LIN";"CDG";"MIL";"PAR";"IT";"FR";"06:55";"08:25";120;120;"1234567";"32S";168
"XY";1195;"LIN";"REG";"MIL";"REG";"IT";"IT";"21:45";"23:25";120;120;"12345.7";320;167
"XY";2029;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"09:00";"10:10";120;120;"123456.";319;138
"XY";2059;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"16:00";"17:10";120;120;"12345..";"E90";108
"XY";2037;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"12:00";"13:10";120;120;".....6.";"E90";108
"XY";1568;"LIN";"CAG";"MIL";"CAG";"IT";"IT";"13:40";"15:05";120;120;"12345..";320;167
"XY";356;"LIN";"ORY";"MIL";"PAR";"IT";"FR";"20:15";"21:35";120;120;"12345.7";320;167
"XY";112;"LIN";"AMS";"MIL";"AMS";"IT";"NL";"17:30";"19:25";120;120;"1234567";"32S";168
"XY";2049;"LIN";"FCO";"MIL";"ROM";"IT";"IT";"14:00";"15:10";120;120;"......7";"32S";168
"XY";201;"LHR";"FCO";"LON";"ROM";"GB";"IT";"06:45";"10:15";60;120;"12345.7";321;200
"XY";229;"LHR";"LIN";"LON";"MIL";"GB";"IT";"07:25";"10:20";60;120;"123456.";"32S";168
"XY";201;"LHR";"FCO";"LON";"ROM";"GB";"IT";"06:45";"10:15";60;120;".....6.";"32S";168
"XY";207;"LHR";"FCO";"LON";"ROM";"GB";"IT";"16:25";"19:55";60;120;"12.4567";321;200
"XY";243;"LHR";"LIN";"LON";"MIL";"GB";"IT";"18:50";"21:45";60;120;"......7";320;167
"XY";207;"LHR";"FCO";"LON";"ROM";"GB";"IT";"16:25";"19:55";60;120;"..3....";"32S";168
"XY";243;"LHR";"LIN";"LON";"MIL";"GB";"IT";"18:50";"21:45";60;120;"123456.";"32S";168
"XY";209;"LHR";"FCO";"LON";"ROM";"GB";"IT";"20:00";"23:30";60;120;"1234567";"32S";168
"XY";541;"LED";"FCO";"LED";"ROM";"RU";"IT";"18:15";"20:00";240;120;"1..4.67";"32S";168
"XY";621;"LAX";"FCO";"LAX";"ROM";"US";"IT";"16:25";"13:15";-420;120;"1234567";772;293
"XY";489;"KRK";"FCO";"KRK";"ROM";"PL";"IT";"11:20";"13:30";120;120;".2...67";319;138
"XY";793;"KIX";"FCO";"OSA";"ROM";"JP";"IT";"13:25";"19:35";540;120;"1.34.67";330;243
"XY";483;"KBP";"FCO";"IEV";"ROM";"UA";"IT";"13:45";"15:40";180;120;"123.567";319;138
"XY";609;"JFK";"FCO";"NYC";"ROM";"US";"IT";"16:45";"07:10";-240;120;"1.3.567";772;293
"XY";605;"JFK";"MXP";"NYC";"MIL";"US";"IT";"19:15";"09:25";-240;120;"1234567";330;243
"XY";609;"JFK";"FCO";"NYC";"ROM";"US";"IT";"16:35";"07:10";-240;120;".2.4...";330;243
"XY";603;"JFK";"FCO";"NYC";"ROM";"US";"IT";"16:55";"07:30";-240;120;"..34567";330;243
"XY";611;"JFK";"FCO";"NYC";"ROM";"US";"IT";"22:15";"12:40";-240;120;"1234567";772;293
"XY";703;"IST";"FCO";"IST";"ROM";"TR";"IT";"12:20";"13:55";180;120;"1234567";321;200
"XY";705;"IST";"FCO";"IST";"ROM";"TR";"IT";"18:50";"20:25";180;120;"1234567";321;200
"XY";755;"IKA";"FCO";"THR";"ROM";"IR";"IT";"03:55";"06:40";270;120;"1.3.5.7";320;167
"XY";87;"IBZ";"FCO";"IBZ";"ROM";"ES";"IT";"05:40";"07:30";120;120;"1....67";"32S";168
"XY";575;"GVA";"FCO";"GVA";"ROM";"CH";"IT";"12:10";"13:35";120;120;".2.....";319;138
"XY";575;"GVA";"FCO";"GVA";"ROM";"CH";"IT";"12:10";"13:35";120;120;"1.34567";"32S";168
"XY";577;"GVA";"FCO";"GVA";"ROM";"CH";"IT";"19:00";"20:25";120;120;"1234567";"E75";76
"XY";675;"GRU";"FCO";"SAO";"ROM";"BR";"IT";"15:05";"07:20";-180;120;"1234567";772;293
"XY";1380;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"07:30";"08:30";120;120;"1234567";"32S";168
"XY";1384;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"12:50";"13:50";120;120;".....6.";319;138
"XY";1384;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"12:25";"13:25";120;120;"......7";"E75";76
"XY";1386;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"16:50";"17:50";120;120;"..3....";"E90";108
"XY";1275;"GOA";"NAP";"GOA";"NAP";"IT";"IT";"09:15";"10:30";120;120;"123456.";"E75";76
"XY";1394;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"21:25";"22:25";120;120;"12345.7";"E75";76
"XY";1388;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"10:15";"11:15";120;120;"12.456.";"E90";108
"XY";1384;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"12:25";"13:25";120;120;"12345..";319;138
"XY";1390;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"19:50";"20:50";120;120;"12345..";"E90";108
"XY";1717;"GOA";"CTA";"GOA";"CTA";"IT";"IT";"19:00";"20:35";120;120;"1234567";"E75";76
"XY";1392;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"19:00";"20:00";120;120;"12345.7";"32S";168
"XY";1388;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"10:15";"11:15";120;120;"..3....";"E75";76
"XY";1386;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"16:50";"17:50";120;120;"12.4567";319;138
"XY";1273;"GOA";"NAP";"GOA";"NAP";"IT";"IT";"20:00";"21:15";120;120;"12345.7";"E75";76
"XY";1392;"GOA";"FCO";"GOA";"ROM";"IT";"IT";"19:00";"20:00";120;120;".....6.";"E90";108
"XY";673;"GIG";"FCO";"RIO";"ROM";"BR";"IT";"14:55";"07:20";-180;120;"12..567";330;243
"XY";403;"FRA";"FCO";"FRA";"ROM";"DE";"IT";"11:35";"13:30";120;120;"1.3456.";319;138
"XY";407;"FRA";"FCO";"FRA";"ROM";"DE";"IT";"18:25";"20:20";120;120;"1234567";"32S";168
"XY";413;"FRA";"LIN";"FRA";"MIL";"DE";"IT";"10:00";"11:15";120;120;"12345..";"E75";76
"XY";403;"FRA";"FCO";"FRA";"ROM";"DE";"IT";"11:35";"13:30";120;120;".2....7";"32S";168
"XY";419;"FRA";"LIN";"FRA";"MIL";"DE";"IT";"19:40";"20:55";120;120;".....6.";"E90";108
"XY";419;"FRA";"LIN";"FRA";"MIL";"DE";"IT";"19:40";"20:55";120;120;"12345.7";"E75";76
"XY";1676;"FLR";"FCO";"FLR";"ROM";"IT";"IT";"08:25";"09:20";120;120;"1234567";319;138
"XY";1682;"FLR";"FCO";"FLR";"ROM";"IT";"IT";"19:05";"20:00";120;120;"1234567";319;138
"XY";1671;"FLR";"CTA";"FLR";"CTA";"IT";"IT";"15:15";"16:40";120;120;"1234567";"E75";76
"XY";1678;"FLR";"FCO";"FLR";"ROM";"IT";"IT";"12:05";"13:00";120;120;"1234567";319;138
"XY";1633;"FCO";"BDS";"ROM";"BDS";"IT";"IT";"14:45";"16:00";120;120;"1234567";321;200
"XY";1465;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"18:00";"19:05";120;120;"12345.7";"E75";76
"XY";1721;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"19:00";"20:15";120;120;"1234567";321;200
"XY";90;"FCO";"AGP";"ROM";"AGP";"IT";"ES";"09:50";"12:35";120;120;"...4567";319;138
"XY";1129;"FCO";"AOI";"ROM";"AOI";"IT";"IT";"14:35";"15:35";120;120;"1234567";"E75";76
"XY";1397;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"08:10";"09:15";120;120;"12.456.";"E90";108
"XY";1357;"FCO";"TRS";"ROM";"TRS";"IT";"IT";"10:00";"11:15";120;120;"123.567";"E75";76
"XY";502;"FCO";"OTP";"ROM";"BUH";"IT";"RO";"15:00";"18:05";120;180;"1234567";"32S";168
"XY";124;"FCO";"CPH";"ROM";"CPH";"IT";"DK";"09:30";"12:15";120;120;".....6.";319;138
"XY";614;"FCO";"BOS";"ROM";"BOS";"IT";"US";"15:20";"18:40";120;-240;"1234567";330;243
"XY";2118;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"21:00";"22:10";120;120;"1234..7";320;167
"XY";1431;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"21:30";"22:50";120;120;"1234567";319;138
"XY";400;"FCO";"FRA";"ROM";"FRA";"IT";"DE";"08:30";"10:35";120;120;"1.3456.";319;138
"XY";1735;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"21:40";"22:55";120;120;"1234567";321;200
"XY";64;"FCO";"MAD";"ROM";"MAD";"IT";"ES";"21:10";"23:45";120;120;".2....7";"32S";168
"XY";1397;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"08:10";"09:15";120;120;"..3....";"E75";76
"XY";1131;"FCO";"AOI";"ROM";"AOI";"IT";"IT";"21:40";"22:40";120;120;"1234567";"E75";76
"XY";1028;"FCO";"MXP";"ROM";"MIL";"IT";"IT";"16:30";"17:50";120;120;"12345..";"32S";168
"XY";160;"FCO";"BRU";"ROM";"BRU";"IT";"BE";"12:30";"14:45";120;120;"1234567";"32S";168
"XY";520;"FCO";"SOF";"ROM";"SOF";"IT";"BG";"15:00";"17:45";120;180;".23.567";"32S";168
"XY";1423;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"18:50";"20:10";120;120;"..3....";"E90";108
"XY";1395;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"14:50";"15:55";120;120;"..3....";"E90";108
"XY";2100;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"18:30";"19:40";120;120;"12345..";"32S";168
"XY";582;"FCO";"TIA";"ROM";"TIA";"IT";"AL";"15:10";"16:40";120;120;"1234567";320;167
"XY";822;"FCO";"BEY";"ROM";"BEY";"IT";"LB";"10:40";"15:00";120;180;".2..56.";"32S";168
"XY";1157;"FCO";"REG";"ROM";"REG";"IT";"IT";"14:15";"15:30";120;120;"1234567";320;167
"XY";1173;"FCO";"SUF";"ROM";"SUF";"IT";"IT";"21:10";"22:20";120;120;"1234567";"32S";168
"XY";1311;"FCO";"BLQ";"ROM";"BLQ";"IT";"IT";"09:30";"10:35";120;120;"1234567";"32S";168
"XY";1617;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"10:20";"11:25";120;120;"1234567";321;200
"XY";1731;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"09:25";"10:40";120;120;"1234567";321;200
"XY";1497;"FCO";"VRN";"ROM";"VRN";"IT";"IT";"21:05";"22:10";120;120;"..34.6.";319;138
"XY";494;"FCO";"OTP";"ROM";"BUH";"IT";"RO";"08:25";"11:30";120;180;"1.3456.";"32S";168
"XY";1171;"FCO";"SUF";"ROM";"SUF";"IT";"IT";"12:25";"13:35";120;120;"1234567";320;167
"XY";824;"FCO";"BEY";"ROM";"BEY";"IT";"LB";"14:45";"19:05";120;180;"1.3....";321;200
"XY";1615;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"19:00";"20:05";120;120;".234567";321;200
"XY";886;"FCO";"MLA";"ROM";"MLA";"IT";"MT";"12:20";"13:50";120;120;"1234567";"32S";168
"XY";1391;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"16:55";"18:00";120;120;".....6.";"E90";108
"XY";204;"FCO";"LHR";"ROM";"LON";"IT";"GB";"13:30";"15:20";120;60;"..3....";"32S";168
"XY";188;"FCO";"VIE";"ROM";"VIE";"IT";"AT";"09:50";"11:30";120;120;"12.4567";"E75";76
"XY";596;"FCO";"SVO";"ROM";"MOW";"IT";"RU";"10:55";"16:45";120;240;".2.4567";321;200
"XY";602;"FCO";"JFK";"ROM";"NYC";"IT";"US";"10:50";"14:35";120;-240;"..34567";330;243
"XY";124;"FCO";"CPH";"ROM";"CPH";"IT";"DK";"09:30";"12:15";120;120;"..34...";"32S";168
"XY";1603;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"21:10";"22:15";120;120;"123.567";"32S";168
"XY";1429;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"12:15";"13:35";120;120;"1234567";"E75";76
"XY";1603;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"21:10";"22:15";120;120;"...4...";320;167
"XY";1681;"FCO";"FLR";"ROM";"FLR";"IT";"IT";"21:00";"22:00";120;120;"1234567";319;138
"XY";478;"FCO";"BUD";"ROM";"BUD";"IT";"HU";"14:50";"16:30";120;120;"1234567";319;138
"XY";1787;"FCO";"PMO";"ROM";"PMO";"IT";"IT";"18:00";"19:10";120;120;"1234567";319;138
"XY";558;"FCO";"TGD";"ROM";"TGD";"IT";"ME";"08:55";"10:25";120;120;".2.4.6.";"E75";76
"XY";2068;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"14:00";"15:10";120;120;"12345..";"E90";108
"XY";2088;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"17:30";"18:40";120;120;"12345..";319;138
"XY";1271;"FCO";"NAP";"ROM";"NAP";"IT";"IT";"19:05";"20:00";120;120;"1234567";319;138
"XY";2092;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"17:00";"18:10";120;120;"12345.7";319;138
"XY";164;"FCO";"BRU";"ROM";"BRU";"IT";"BE";"21:10";"23:25";120;120;"1234567";321;200
"XY";1161;"FCO";"REG";"ROM";"REG";"IT";"IT";"21:10";"22:25";120;120;"1234567";320;167
"XY";1024;"FCO";"MXP";"ROM";"MIL";"IT";"IT";"08:20";"09:40";120;120;"1234567";319;138
"XY";1595;"FCO";"CAG";"ROM";"CAG";"IT";"IT";"18:50";"20:00";120;120;"1234567";320;167
"XY";1026;"FCO";"MXP";"ROM";"MIL";"IT";"IT";"14:30";"15:50";120;120;".....6.";319;138
"XY";156;"FCO";"BRU";"ROM";"BRU";"IT";"BE";"08:20";"10:35";120;120;"1234567";"32S";168
"XY";1749;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"11:25";"12:40";120;120;"12345..";321;200
"XY";488;"FCO";"KRK";"ROM";"KRK";"IT";"PL";"08:20";"10:30";120;120;".2...67";319;138
"XY";782;"FCO";"NRT";"ROM";"TYO";"IT";"JP";"11:30";"06:40";120;540;"12.4..7";772;293
"XY";1741;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"14:30";"15:45";120;120;"1234567";321;200
"XY";1417;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"14:30";"15:50";120;120;"1234567";"32S";168
"XY";2012;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"07:20";"08:30";120;120;"123456.";319;138
"XY";1321;"FCO";"BLQ";"ROM";"BLQ";"IT";"IT";"21:00";"22:05";120;120;"1234567";"E75";76
"XY";190;"FCO";"VIE";"ROM";"VIE";"IT";"AT";"16:30";"18:10";120;120;"1234567";"E75";76
"XY";1625;"FCO";"BDS";"ROM";"BDS";"IT";"IT";"21:20";"22:35";120;120;"1234567";321;200
"XY";2102;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"18:45";"19:55";120;120;"12345..";319;138
"XY";210;"FCO";"LHR";"ROM";"LON";"IT";"GB";"21:10";"23:00";120;60;"....5..";"32S";168
"XY";1263;"FCO";"NAP";"ROM";"NAP";"IT";"IT";"10:20";"11:15";120;120;"1234567";319;138
"XY";1751;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"17:55";"19:10";120;120;".....67";"32S";168
"XY";1317;"FCO";"BLQ";"ROM";"BLQ";"IT";"IT";"14:35";"15:40";120;120;"1234567";"E75";76
"XY";2130;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"21:30";"22:40";120;120;".....6.";319;138
"XY";2026;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"08:30";"09:40";120;120;"12345..";"32S";168
"XY";2028;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"09:00";"10:10";120;120;"12345..";319;138
"XY";1675;"FCO";"FLR";"ROM";"FLR";"IT";"IT";"10:10";"11:10";120;120;"1234567";319;138
"XY";2038;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"13:15";"14:25";120;120;"......7";"E90";108
"XY";1739;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"10:10";"11:25";120;120;"1234567";321;200
"XY";820;"FCO";"AMM";"ROM";"AMM";"IT";"JO";"14:45";"19:15";120;180;"1..4...";"32S";168
"XY";1267;"FCO";"NAP";"ROM";"NAP";"IT";"IT";"21:10";"22:05";120;120;"1234567";"E75";76
"XY";1026;"FCO";"MXP";"ROM";"MIL";"IT";"IT";"14:30";"15:50";120;120;"12345.7";320;167
"XY";1363;"FCO";"TRS";"ROM";"TRS";"IT";"IT";"21:00";"22:15";120;120;"1234567";319;138
"XY";1479;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"14:30";"15:35";120;120;".....6.";319;138
"XY";432;"FCO";"MUC";"ROM";"MUC";"IT";"DE";"08:30";"10:05";120;120;"1234567";319;138
"XY";436;"FCO";"MUC";"ROM";"MUC";"IT";"DE";"14:30";"16:05";120;120;"1234567";319;138
"XY";2014;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"07:40";"08:50";120;120;"12345..";319;138
"XY";60;"FCO";"MAD";"ROM";"MAD";"IT";"ES";"14:20";"16:55";120;120;"1234567";"32S";168
"XY";1383;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"10:20";"11:25";120;120;"12345..";319;138
"XY";1355;"FCO";"TRS";"ROM";"TRS";"IT";"IT";"08:00";"09:15";120;120;"1234567";"E75";76
"XY";716;"FCO";"ATH";"ROM";"ATH";"IT";"GR";"10:20";"13:15";120;180;"1234567";"32S";168
"XY";548;"FCO";"SVO";"ROM";"MOW";"IT";"RU";"08:05";"13:55";120;240;"1234567";"32S";168
"XY";90;"FCO";"AGP";"ROM";"AGP";"IT";"ES";"09:50";"12:35";120;120;"12.....";"32S";168
"XY";1391;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"16:55";"18:00";120;120;"12345.7";"32S";168
"XY";2058;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"20:30";"21:40";120;120;"....5..";320;167
"XY";1781;"FCO";"PMO";"ROM";"PMO";"IT";"IT";"12:30";"13:40";120;120;".2.45..";"32S";168
"XY";2016;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"08:00";"09:10";120;120;"12345..";320;167
"XY";1435;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"16:30";"17:50";120;120;"1234.67";"32S";168
"XY";88;"FCO";"PMI";"ROM";"PMI";"IT";"ES";"08:20";"10:10";120;120;".....67";"32S";168
"XY";1389;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"21:10";"22:15";120;120;"1234567";"32S";168
"XY";574;"FCO";"ZRH";"ROM";"ZRH";"IT";"CH";"14:35";"16:15";120;120;"1234567";"E75";76
"XY";1493;"FCO";"VRN";"ROM";"VRN";"IT";"IT";"16:30";"17:35";120;120;"..3....";319;138
"XY";110;"FCO";"AMS";"ROM";"AMS";"IT";"NL";"10:00";"12:35";120;120;"1234567";321;200
"XY";576;"FCO";"GVA";"ROM";"GVA";"IT";"CH";"09:45";"11:20";120;120;".2.....";319;138
"XY";92;"FCO";"AGP";"ROM";"AGP";"IT";"ES";"21:30";"00:15";120;120;"..3....";"32S";168
"XY";1719;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"21:10";"22:25";120;120;"12345.7";"32S";168
"XY";572;"FCO";"ZRH";"ROM";"ZRH";"IT";"CH";"10:00";"11:40";120;120;"1.3456.";"E75";76
"XY";580;"FCO";"TIA";"ROM";"TIA";"IT";"AL";"08:20";"09:50";120;120;"123.567";319;138
"XY";1421;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"08:20";"09:40";120;120;"12345..";"32S";168
"XY";1421;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"08:20";"09:40";120;120;".....6.";319;138
"XY";798;"FCO";"ORN";"ROM";"ORN";"IT";"DZ";"09:10";"10:35";120;60;".2.4...";319;138
"XY";476;"FCO";"BUD";"ROM";"BUD";"IT";"HU";"21:40";"23:20";120;120;"1.3456.";319;138
"XY";2080;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"16:00";"17:10";120;120;"12345..";"E90";108
"XY";578;"FCO";"GVA";"ROM";"GVA";"IT";"CH";"16:45";"18:20";120;120;"1234567";"E75";76
"XY";1491;"FCO";"VRN";"ROM";"VRN";"IT";"IT";"14:30";"15:35";120;120;"1234567";"E75";76
"XY";1427;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"21:00";"22:20";120;120;"12345.7";"32S";168
"XY";2100;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"18:30";"19:40";120;120;"......7";320;167
"XY";718;"FCO";"ATH";"ROM";"ATH";"IT";"GR";"14:50";"17:45";120;180;"1234567";321;200
"XY";2108;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"19:30";"20:40";120;120;"12345.7";319;138
"XY";810;"FCO";"TLV";"ROM";"TLV";"IT";"IL";"21:25";"01:45";120;180;"1234567";321;200
"XY";1423;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"18:50";"20:10";120;120;"12.4567";319;138
"XY";1745;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"13:00";"14:15";120;120;"1234567";"32S";168
"XY";1435;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"16:30";"17:50";120;120;"....5..";319;138
"XY";1155;"FCO";"REG";"ROM";"REG";"IT";"IT";"10:10";"11:25";120;120;"1234567";320;167
"XY";1463;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"10:10";"11:15";120;120;"1234567";"32S";168
"XY";2114;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"20:00";"21:10";120;120;".....6.";"E90";108
"XY";2114;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"20:00";"21:10";120;120;"......7";319;138
"XY";74;"FCO";"BCN";"ROM";"BCN";"IT";"ES";"08:30";"10:20";120;120;"1234567";"32S";168
"XY";1387;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"18:00";"19:05";120;120;"12345..";"E90";108
"XY";608;"FCO";"JFK";"ROM";"NYC";"IT";"US";"10:20";"14:05";120;-240;".2.4...";330;243
"XY";1163;"FCO";"SUF";"ROM";"SUF";"IT";"IT";"16:40";"17:50";120;120;"12345.7";"32S";168
"XY";732;"FCO";"SKG";"ROM";"SKG";"IT";"GR";"21:35";"00:20";120;180;"1234567";"E90";108
"XY";1471;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"08:10";"09:15";120;120;"123456.";"E75";76
"XY";1165;"FCO";"SUF";"ROM";"SUF";"IT";"IT";"10:20";"11:30";120;120;"1234567";321;200
"XY";1167;"FCO";"SUF";"ROM";"SUF";"IT";"IT";"14:45";"15:55";120;120;"1......";"32S";168
"XY";1167;"FCO";"SUF";"ROM";"SUF";"IT";"IT";"14:45";"15:55";120;120;".234567";321;200
"XY";628;"FCO";"ORD";"ROM";"CHI";"IT";"US";"15:20";"19:00";120;-300;"12..567";332;239
"XY";1361;"FCO";"TRS";"ROM";"TRS";"IT";"IT";"14:50";"16:05";120;120;"1234567";319;138
"XY";1475;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"12:30";"13:35";120;120;"......7";"32S";168
"XY";680;"FCO";"EZE";"ROM";"BUE";"IT";"AR";"22:50";"07:45";120;-180;"1234567";772;293
"XY";1479;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"14:30";"15:35";120;120;"12345.7";"32S";168
"XY";686;"FCO";"CCS";"ROM";"CCS";"IT";"VE";"10:30";"14:55";120;-270;"1234567";330;243
"XY";1481;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"20:40";"21:45";120;120;"12345.7";"E75";76
"XY";1028;"FCO";"MXP";"ROM";"MIL";"IT";"IT";"16:30";"17:50";120;120;".....67";319;138
"XY";176;"FCO";"ESB";"ROM";"ANK";"IT";"TR";"21:30";"01:20";120;180;"1.3.5..";"32S";168
"XY";1781;"FCO";"PMO";"ROM";"PMO";"IT";"IT";"12:30";"13:40";120;120;"......7";319;138
"XY";1613;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"20:00";"21:05";120;120;"1234567";319;138
"XY";864;"FCO";"TUN";"ROM";"TUN";"IT";"TN";"10:10";"10:30";120;60;"1234567";319;138
"XY";318;"FCO";"CDG";"ROM";"PAR";"IT";"FR";"10:00";"12:10";120;120;"1234567";"32S";168
"XY";1783;"FCO";"PMO";"ROM";"PMO";"IT";"IT";"21:30";"22:40";120;120;".2.....";"32S";168
"XY";868;"FCO";"TIP";"ROM";"TIP";"IT";"LY";"08:10";"10:05";120;120;"1234567";319;138
"XY";82;"FCO";"VLC";"ROM";"VLC";"IT";"ES";"14:30";"16:35";120;120;"1234.67";319;138
"XY";1751;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"17:55";"19:10";120;120;"12345..";"E75";76
"XY";326;"FCO";"CDG";"ROM";"PAR";"IT";"FR";"18:50";"21:00";120;120;".....6.";320;167
"XY";1497;"FCO";"VRN";"ROM";"VRN";"IT";"IT";"21:05";"22:10";120;120;"12..5.7";320;167
"XY";720;"FCO";"ATH";"ROM";"ATH";"IT";"GR";"08:10";"11:05";120;180;".....6.";319;138
"XY";720;"FCO";"ATH";"ROM";"ATH";"IT";"GR";"08:10";"11:05";120;180;"......7";"32S";168
"XY";1563;"FCO";"CAG";"ROM";"CAG";"IT";"IT";"12:30";"13:40";120;120;"1234567";319;138
"XY";722;"FCO";"ATH";"ROM";"ATH";"IT";"GR";"21:20";"00:15";120;180;"1234567";321;200
"XY";814;"FCO";"TLV";"ROM";"TLV";"IT";"IL";"22:15";"02:35";120;180;".....6.";"32S";168
"XY";1483;"FCO";"VCE";"ROM";"VCE";"IT";"IT";"21:20";"22:25";120;120;"1234567";"E75";76
"XY";132;"FCO";"AMS";"ROM";"AMS";"IT";"NL";"14:20";"16:55";120;120;"1234567";"32S";168
"XY";1395;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"14:50";"15:55";120;120;"12.4567";319;138
"XY";1795;"FCO";"PMO";"ROM";"PMO";"IT";"IT";"19:00";"20:10";120;120;"1234567";"32S";168
"XY";1163;"FCO";"SUF";"ROM";"SUF";"IT";"IT";"16:40";"17:50";120;120;".....6.";319;138
"XY";734;"FCO";"SKG";"ROM";"SKG";"IT";"GR";"09:00";"11:45";120;180;"1234567";"E90";108
